NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
2.7361,16.656,,,2.9375,12.758,,,3.8333,22.084,,,3.8125,23.595,,,3.625,29.031,,,1.7194,3.6738
2.7431,16.655,,,2.945,12.757,,,3.8542,22.104,,,3.8333,23.618,,,3.6458,29.011,,,1.7243,3.6733
2.75,16.654,,,2.9583,12.755,,,3.875,22.124,,,3.8542,23.642,,,3.6667,28.993,,,1.7292,3.6727
2.7604,16.653,,,2.9792,12.751,,,3.8958,22.332,,,3.875,23.666,,,3.6875,28.974,,,1.7361,3.672
2.7708,16.651,,,3,12.748,,,3.9167,22.539,,,3.8958,23.877,,,3.7083,28.956,,,1.75,3.6707
2.7772,16.651,,,3.0208,12.744,,,3.9375,22.599,,,3.9167,24.088,,,3.72,28.945,,,1.7604,3.6698
2.7836,16.65,,,3.0417,12.741,,,3.9583,22.658,,,3.9271,24.119,,,3.7292,28.937,,,1.7708,3.6689
2.79,16.649,,,3.0625,12.737,,,3.9792,22.717,,,3.9375,24.15,,,3.75,28.918,,,1.7917,3.6674
2.7917,16.649,,,3.0833,12.733,,,4,22.779,,,3.9479,24.181,,,3.7708,28.9,,,1.8125,3.6716
2.8021,16.648,,,3.1,12.73,,,4.0208,22.841,,,3.9583,24.213,,,3.7917,28.882,,,1.8194,3.671
2.8125,16.647,,,3.1042,12.729,,,4.03,22.835,,,3.9792,24.275,,,3.8125,28.865,,,1.8264,3.6704
2.8194,16.646,,,3.125,12.726,,,4.0417,22.828,,,4,24.34,,,3.8229,28.874,,,1.8333,3.6698
2.8264,16.645,,,3.1458,12.722,,,4.0625,22.815,,,4.0208,24.405,,,3.8333,28.882,,,1.8333,3.6698
2.8333,16.644,,,3.1667,12.718,,,4.0833,22.802,,,4.03,24.401,,,3.8438,29.046,,,1.8368,3.6695
2.8333,16.644,,,3.1875,12.715,,,4.1042,22.788,,,4.0417,24.395,,,3.8542,29.209,,,1.8412,3.6692
2.8438,16.642,,,3.2083,12.711,,,4.125,22.775,,,4.0625,24.385,,,3.8646,29.212,,,1.8477,3.6687
2.8542,16.641,,,3.2292,12.707,,,4.1458,22.761,,,4.0833,24.375,,,3.875,29.215,,,1.8542,3.6683
2.8611,16.64,,,3.25,12.704,,,4.1667,22.748,,,4.1042,24.365,,,3.8958,29.221,,,1.86,3.668
2.8681,16.639,,,3.255,12.703,,,4.185,22.737,,,4.125,24.354,,,3.9167,29.203,,,1.8675,3.6676
2.875,16.638,,,3.2708,12.701,,,4.1875,22.736,,,4.1458,24.344,,,3.9375,29.184,,,1.875,3.6672
2.8854,16.636,,,3.2917,12.697,,,4.1875,22.736,,,4.1667,24.334,,,3.9479,29.177,,,1.8854,3.6668
2.8958,16.635,,,3.3125,12.693,,,4.2083,22.73,,,4.185,24.326,,,3.9583,29.169,,,1.8958,3.6664
2.9028,16.634,,,3.3333,12.69,,,4.2292,22.723,,,4.1875,24.325,,,3.9688,29.172,,,1.9062,3.6661
2.9097,16.633,,,3.3542,12.686,,,4.25,22.717,,,4.1875,24.325,,,3.9792,29.174,,,1.9167,3.6659
2.9167,16.632,,,3.375,12.683,,,4.2708,22.71,,,4.1979,24.323,,,4,29.157,,,1.9375,3.6655
2.9271,16.63,,,3.3958,12.679,,,4.2917,22.703,,,4.2083,24.321,,,4.0208,29.139,,,1.9583,3.6764
2.9375,16.629,,,3.41,12.676,,,4.3125,22.696,,,4.2292,24.318,,,4.03,29.131,,,1.9653,3.6754
2.945,16.628,,,3.4167,12.675,,,4.3333,22.689,,,4.25,24.315,,,4.0417,29.121,,,1.9722,3.6746
2.9583,16.626,,,3.4375,12.671,,,4.34,22.687,,,4.2708,24.311,,,4.0625,29.103,,,1.9792,3.6737
2.9653,16.625,,,3.4583,12.668,,,4.375,22.675,,,4.2917,24.307,,,4.0833,29.086,,,1.9896,3.6725
2.9722,16.624,,,3.4792,12.663,,,4.3958,22.668,,,4.3125,24.304,,,4.1042,29.068,,,2,3.6714
2.9792,16.624,,,3.5,12.659,,,4.4375,22.652,,,4.3333,24.3,,,4.125,29.05,,,2.015,3.6698
2.9896,16.622,,,3.5208,12.655,,,4.4583,22.645,,,4.34,24.298,,,4.1458,29.033,,,2.0208,3.6694
3,16.621,,,3.5417,12.65,,,4.4792,22.636,,,4.3575,24.295,,,4.1667,29.015,,,2.0417,3.6677
3.0069,16.62,,,3.5625,12.646,,,4.495,22.63,,,4.375,24.292,,,4.185,29.009,,,2.0625,3.6686
3.0139,16.619,,,3.565,12.645,,,4.5,22.628,,,4.3958,24.288,,,4.1875,29.008,,,2.0694,3.6682
3.0208,16.618,,,3.5833,12.641,,,4.5208,22.619,,,4.4375,24.279,,,4.1979,29.007,,,2.0764,3.6678
3.0208,16.618,,,3.6042,12.637,,,4.5417,22.61,,,4.4583,24.274,,,4.2083,29.006,,,2.0833,3.6675
3.0313,16.617,,,3.625,12.632,,,4.5625,22.6,,,4.4792,24.269,,,4.2187,28.998,,,2.0833,3.6675
3.0417,16.616,,,3.6458,12.628,,,4.5833,22.585,,,4.495,24.266,,,4.2292,28.99,,,2.0868,3.6674
3.0486,16.615,,,3.6667,12.623,,,4.6042,22.569,,,4.5,24.264,,,4.25,28.973,,,2.0912,3.6672
3.0556,16.614,,,3.6875,12.619,,,4.625,22.553,,,4.5208,24.259,,,4.2708,28.956,,,2.0977,3.667
3.0625,16.614,,,3.7083,12.615,,,4.6458,22.537,,,4.5417,24.253,,,4.2917,28.939,,,2.1042,3.6668
3.0729,16.613,,,3.72,12.613,,,4.65,22.534,,,4.5625,24.247,,,4.3125,28.921,,,2.1111,3.6666
3.0833,16.611,,,3.7292,12.611,,,4.6667,22.522,,,4.5833,24.235,,,4.3333,28.904,,,2.125,3.6663
3.0889,16.611,,,3.75,12.608,,,4.6875,22.505,,,4.6042,24.223,,,4.34,28.898,,,2.1354,3.6661
3.0944,16.61,,,3.7708,12.604,,,4.7083,22.489,,,4.625,24.21,,,4.3542,28.886,,,2.1458,3.6678
3.1,16.609,,,3.7917,12.6,,,4.7292,22.473,,,4.6458,24.198,,,4.375,28.867,,,2.1528,3.6751
3.1042,16.609,,,3.8125,12.597,,,4.7708,22.441,,,4.65,24.196,,,4.3958,28.849,,,2.1551,3.6749
3.1146,16.608,,,3.8333,12.594,,,4.7917,22.426,,,4.6667,24.186,,,4.4167,28.831,,,2.158,3.6747
3.125,16.607,,,3.8542,12.59,,,4.805,22.416,,,4.6875,24.173,,,4.4375,28.813,,,2.1623,3.6745
3.1354,16.605,,,3.8611,12.603,,,4.8125,22.411,,,4.7083,24.161,,,4.4583,28.795,,,2.1667,3.6742
3.1458,16.604,,,3.8657,12.612,,,4.8125,22.411,,,4.7292,24.148,,,4.4792,28.777,,,2.17,3.6798
3.1528,16.604,,,3.875,12.63,,,4.8333,22.398,,,4.7708,24.124,,,4.495,28.763,,,2.172,3.6832
3.1597,16.603,,,3.875,12.63,,,4.8542,22.384,,,4.7917,24.112,,,4.5,28.758,,,2.1739,3.6864
3.1667,16.602,,,3.8771,12.646,,,4.875,22.371,,,4.805,24.105,,,4.5208,28.74,,,2.1759,3.6896
3.1771,16.601,,,3.8792,12.661,,,4.8958,22.358,,,4.8125,24.101,,,4.5417,28.721,,,2.1788,3.6944
3.1875,16.599,,,3.8813,12.677,,,4.9167,22.345,,,4.8125,24.101,,,4.5625,28.702,,,2.1817,3.6993
3.1944,16.599,,,3.8834,12.693,,,4.9375,22.333,,,4.8333,24.091,,,4.5833,28.683,,,2.1846,3.7041
3.2014,16.598,,,3.8858,12.711,,,4.9583,22.321,,,4.8542,24.082,,,4.6042,28.663,,,2.1875,3.7089
3.2083,16.597,,,3.8892,12.736,,,4.96,22.32,,,4.875,24.072,,,4.625,28.645,,,2.1875,3.7089
3.2083,16.597,,,3.8958,12.787,,,4.9792,22.309,,,4.8958,24.063,,,4.6458,28.627,,,2.1895,3.7086
3.2188,16.596,,,3.8958,12.787,,,5,22.296,,,4.9167,24.054,,,4.65,28.623,,,2.1916,3.7083
3.2292,16.594,,,3.9,12.826,,,5.0208,22.284,,,4.9375,24.045,,,4.6667,28.608,,,2.1944,3.7079
3.2361,16.593,,,3.9028,12.852,,,5.0417,22.27,,,4.9583,24.037,,,4.6875,28.59,,,2.1979,3.7074
3.2431,16.592,,,3.9063,12.884,,,5.0625,22.256,,,4.96,24.036,,,4.7083,28.572,,,2.2031,3.7066
3.25,16.591,,,3.9097,12.916,,,5.0833,22.242,,,4.9792,24.028,,,4.7292,28.553,,,2.2083,3.7058
3.255,16.591,,,3.9132,12.949,,,5.1042,22.227,,,5,24.019,,,4.75,28.535,,,2.2083,3.7058
3.2603,16.59,,,3.9167,12.981,,,5.115,22.22,,,5.0208,24.011,,,4.7708,28.517,,,2.2135,3.705
3.2656,16.589,,,3.9205,12.996,,,5.125,22.213,,,5.0417,24,,,4.7917,28.499,,,2.2188,3.7042
3.2708,16.589,,,3.9248,13.013,,,5.1458,22.199,,,5.0625,23.99,,,4.805,28.487,,,2.2292,3.7026
3.2813,16.587,,,3.929,13.03,,,5.1667,22.184,,,5.0833,23.98,,,4.8125,28.481,,,2.2396,3.701
3.2917,16.585,,,3.9333,13.047,,,5.1875,22.17,,,5.1042,23.969,,,4.8125,28.481,,,2.25,3.6994
3.3021,16.584,,,3.9375,13.064,,,5.2083,22.155,,,5.115,23.963,,,4.8333,28.464,,,2.2604,3.6997
3.3125,16.583,,,3.9425,13.075,,,5.2292,22.141,,,5.125,23.958,,,4.8542,28.448,,,2.2639,3.6991
3.3194,16.582,,,3.9504,13.092,,,5.25,22.126,,,5.1458,23.947,,,4.875,28.432,,,2.2674,3.6985
3.3264,16.581,,,3.9583,13.109,,,5.27,22.112,,,5.1667,23.937,,,4.8958,28.416,,,2.2708,3.6979
3.3333,16.58,,,3.9653,13.122,,,5.2708,22.112,,,5.1875,23.926,,,4.9167,28.4,,,2.2708,3.6979
3.3333,16.58,,,3.9722,13.136,,,5.2917,22.096,,,5.2083,23.915,,,4.9375,28.384,,,2.2728,3.6975
3.3438,16.578,,,3.9792,13.149,,,5.3125,22.08,,,5.2292,23.904,,,4.9583,28.369,,,2.2755,3.6971
3.3542,16.577,,,3.9876,13.227,,,5.3333,22.062,,,5.25,23.893,,,4.96,28.367,,,2.2788,3.6965
3.3611,16.576,,,4,13.342,,,5.3542,22.044,,,5.27,23.882,,,4.9792,28.353,,,2.2831,3.6958
3.3681,16.575,,,4.0084,13.35,,,5.375,22.026,,,5.2708,23.882,,,5,28.338,,,2.2874,3.695
3.375,16.574,,,4.0208,13.36,,,5.3958,22.007,,,5.2917,23.87,,,5.0208,28.322,,,2.2917,3.6942
3.3854,16.572,,,4.03,13.357,,,5.4167,21.988,,,5.3125,23.857,,,5.0417,28.304,,,2.2986,3.693
3.3958,16.571,,,4.0417,13.354,,,5.425,21.98,,,5.3333,23.842,,,5.0625,28.287,,,2.3125,3.6905
3.4006,16.57,,,4.0521,13.35,,,5.4375,21.969,,,5.3542,23.828,,,5.0833,28.269,,,2.325,3.6884
3.4053,16.57,,,4.0625,13.347,,,5.4583,21.949,,,5.375,23.813,,,5.1042,28.252,,,2.3333,3.6869
3.41,16.569,,,4.0729,13.343,,,5.4792,21.929,,,5.3958,23.798,,,5.115,28.243,,,2.3438,3.6852
3.4167,16.568,,,4.0833,13.34,,,5.5,21.909,,,5.4167,23.782,,,5.125,28.234,,,2.3542,3.6835
3.4236,16.567,,,4.0937,13.336,,,5.5208,21.888,,,5.425,23.776,,,5.1458,28.217,,,2.375,3.6813
3.4282,16.567,,,4.1042,13.333,,,5.5417,21.867,,,5.4375,23.766,,,5.1667,28.199,,,2.3958,3.6835
3.4329,16.566,,,4.125,13.326,,,5.5625,21.845,,,5.4583,23.75,,,5.1875,28.182,,,2.4028,3.6826
3.4375,16.565,,,4.1458,13.319,,,5.58,21.825,,,5.4792,23.733,,,5.2083,28.164,,,2.4097,3.6819
3.4444,16.564,,,4.1667,13.312,,,5.5833,21.822,,,5.5,23.716,,,5.2292,28.147,,,2.4167,3.6812
3.4491,16.564,,,4.185,13.306,,,5.6042,21.798,,,5.5208,23.699,,,5.25,28.13,,,2.4167,3.6812
3.4537,16.563,,,4.1875,13.305,,,5.625,21.775,,,5.5417,23.681,,,5.27,28.113,,,2.4201,3.6808
3.4583,16.562,,,4.1875,13.305,,,5.6458,21.751,,,5.5625,23.662,,,5.2708,28.112,,,2.4245,3.6804
3.4583,16.562,,,4.2083,13.299,,,5.6667,21.727,,,5.58,23.645,,,5.2917,28.094,,,2.431,3.6797
3.4653,16.561,,,4.2292,13.292,,,5.6875,21.703,,,5.5833,23.642,,,5.3125,28.075,,,2.4375,3.6791
3.4722,16.56,,,4.2396,13.308,,,5.7083,21.678,,,5.6042,23.621,,,5.3333,28.057,,,2.4375,3.6791
3.4792,16.559,,,4.25,13.325,,,5.7292,21.655,,,5.625,23.602,,,5.3542,28.038,,,2.4444,3.6785
3.4896,16.557,,,4.2604,13.331,,,5.735,21.649,,,5.6458,23.581,,,5.375,28.018,,,2.4583,3.6772
3.5,16.555,,,4.2708,13.337,,,5.75,21.633,,,5.6667,23.56,,,5.3958,27.998,,,2.4688,3.678
3.5104,16.553,,,4.2917,13.33,,,5.7708,21.611,,,5.6875,23.539,,,5.4167,27.978,,,2.4722,3.6777
3.5208,16.552,,,4.3125,13.323,,,5.8125,21.57,,,5.7083,23.518,,,5.425,27.971,,,2.4757,3.6773
3.5278,16.551,,,4.3333,13.315,,,5.8333,21.553,,,5.7292,23.497,,,5.4375,27.958,,,2.4792,3.677
3.5347,16.55,,,4.34,13.313,,,5.8542,21.536,,,5.735,23.492,,,5.4583,27.938,,,2.48,3.6769
3.5417,16.549,,,4.3542,13.308,,,5.875,21.52,,,5.75,23.478,,,5.4792,27.917,,,2.4867,3.6762
3.5521,16.547,,,4.375,13.301,,,5.89,21.509,,,5.7708,23.459,,,5.5,27.895,,,2.4933,3.6756
3.5625,16.545,,,4.3958,13.294,,,5.8958,21.505,,,5.8125,23.424,,,5.5208,27.872,,,2.5,3.6768
3.565,16.545,,,4.4167,13.287,,,5.9167,21.49,,,5.8333,23.41,,,5.5417,27.849,,,2.5035,3.6765
3.5711,16.544,,,4.4375,13.28,,,5.9375,21.475,,,5.8542,23.397,,,5.5625,27.827,,,2.5078,3.6761
3.5772,16.543,,,4.4583,13.273,,,5.9583,21.46,,,5.875,23.384,,,5.58,27.809,,,2.5122,3.6757
3.5833,16.542,,,4.4792,13.266,,,5.9792,21.446,,,5.89,23.374,,,5.5833,27.806,,,2.5208,3.6749
3.5833,16.542,,,4.495,13.26,,,6,21.431,,,5.8958,23.371,,,5.6042,27.784,,,2.5208,3.6749
3.5938,16.54,,,4.5,13.258,,,6.0208,21.417,,,5.9167,23.359,,,5.625,27.761,,,2.5232,3.6747
3.6042,16.538,,,4.5,13.258,,,6.0417,21.404,,,5.9375,23.347,,,5.6458,27.738,,,2.5262,3.6744
3.6146,16.537,,,4.5208,13.251,,,6.045,21.402,,,5.9583,23.335,,,5.6667,27.713,,,2.5301,3.6741
3.625,16.535,,,4.5417,13.244,,,6.0625,21.392,,,5.9792,23.323,,,5.6875,27.686,,,2.5359,3.6736
3.6319,16.534,,,4.5625,13.236,,,6.0833,21.379,,,6,23.312,,,5.7083,27.662,,,2.5417,3.6731
3.6389,16.533,,,4.5833,13.229,,,6.1042,21.366,,,6.0208,23.301,,,5.7292,27.64,,,2.5486,3.6726
3.6458,16.532,,,4.6042,13.222,,,6.125,21.354,,,6.0417,23.291,,,5.735,27.633,,,2.5556,3.674
3.6458,16.532,,,4.625,13.215,,,6.1458,21.341,,,6.045,23.289,,,5.75,27.615,,,2.5579,3.6738
3.6563,16.53,,,4.6458,13.208,,,6.1667,21.328,,,6.0625,23.281,,,5.7708,27.591,,,2.5602,3.6736
3.6667,16.529,,,4.65,13.206,,,6.1875,21.316,,,6.0833,23.271,,,5.7917,27.569,,,2.5625,3.6734
3.6736,16.528,,,4.6667,13.201,,,6.2,21.309,,,6.1042,23.261,,,5.8125,27.549,,,2.5667,3.6731
3.6806,16.527,,,4.6875,13.195,,,6.2083,21.304,,,6.125,23.251,,,5.8333,27.529,,,2.5722,3.6727
3.6875,16.526,,,4.7083,13.188,,,6.2292,21.291,,,6.1458,23.241,,,5.8542,27.508,,,2.5778,3.6723
3.6875,16.526,,,4.7292,13.181,,,6.25,21.279,,,6.1667,23.231,,,5.875,27.489,,,2.5833,3.6719
3.6979,16.525,,,4.75,13.174,,,6.2708,21.266,,,6.1875,23.221,,,5.89,27.477,,,2.5833,3.6719
3.7083,16.524,,,4.7708,13.168,,,6.2917,21.251,,,6.2,23.215,,,5.8958,27.472,,,2.5938,3.6712
3.7122,16.524,,,4.7917,13.161,,,6.3125,21.236,,,6.2083,23.211,,,5.8958,27.472,,,2.6042,3.6706
3.7161,16.523,,,4.805,13.157,,,6.3333,21.22,,,6.2292,23.202,,,5.9167,27.454,,,2.6146,3.6718
3.72,16.523,,,4.8125,13.155,,,6.3542,21.203,,,6.25,23.192,,,5.9375,27.437,,,2.6181,3.6716
3.7292,16.521,,,4.8333,13.149,,,6.355,21.202,,,6.2708,23.182,,,5.9583,27.42,,,2.6215,3.6713
3.7396,16.52,,,4.8542,13.143,,,6.375,21.185,,,6.2917,23.169,,,5.9792,27.403,,,2.625,3.6711
3.75,16.518,,,4.875,13.137,,,6.3958,21.167,,,6.3125,23.156,,,6,27.386,,,2.625,3.6711
3.7604,16.517,,,4.8958,13.132,,,6.4167,21.149,,,6.3333,23.143,,,6.0208,27.37,,,2.627,3.671
3.7708,16.516,,,4.9167,13.126,,,6.4375,21.13,,,6.3542,23.128,,,6.0417,27.354,,,2.6297,3.6708
3.7778,16.515,,,4.9375,13.121,,,6.4583,21.113,,,6.355,23.128,,,6.045,27.352,,,2.6323,3.6706
3.7847,16.515,,,4.9583,13.116,,,6.4792,21.095,,,6.375,23.113,,,6.0625,27.339,,,2.635,3.6704
3.7917,16.514,,,4.96,13.115,,,6.5,21.079,,,6.3958,23.097,,,6.0833,27.324,,,2.6404,3.6701
3.8021,16.514,,,4.9792,13.111,,,6.51,21.071,,,6.4167,23.082,,,6.1042,27.309,,,2.6458,3.6697
3.8125,16.513,,,5,13.106,,,6.5208,21.062,,,6.4375,23.065,,,6.125,27.294,,,2.6458,3.6697
3.8194,16.512,,,5.0208,13.102,,,6.5417,21.046,,,6.4583,23.05,,,6.1458,27.278,,,2.651,3.6694
3.8264,16.512,,,5.0417,13.096,,,6.5625,21.03,,,6.4792,23.035,,,6.1667,27.263,,,2.6589,3.669
3.8333,16.512,,,5.0625,13.091,,,6.5833,21.014,,,6.5,23.021,,,6.1875,27.248,,,2.6667,3.6721
3.8333,16.512,,,5.0833,13.085,,,6.6042,20.998,,,6.51,23.014,,,6.2,27.239,,,2.6701,3.6718
3.8438,16.51,,,5.1042,13.08,,,6.625,20.983,,,6.5208,23.007,,,6.2083,27.233,,,2.6745,3.6714
3.8542,16.509,,,5.115,13.077,,,6.6458,20.967,,,6.5417,22.993,,,6.2083,27.233,,,2.6788,3.6711
3.8646,16.528,,,5.125,13.074,,,6.665,20.953,,,6.5625,22.979,,,6.2292,27.217,,,2.6875,3.6704
3.875,16.548,,,5.1458,13.069,,,6.6667,20.952,,,6.5833,22.965,,,6.25,27.202,,,2.6944,3.6698
3.8854,16.626,,,5.1667,13.063,,,6.6875,20.936,,,6.6042,22.951,,,6.2708,27.187,,,2.7083,3.6688
3.8958,16.705,,,5.1875,13.058,,,6.7083,20.919,,,6.625,22.938,,,6.2917,27.17,,,2.7188,3.6682
3.9063,16.802,,,5.2083,13.053,,,6.7292,20.904,,,6.6458,22.925,,,6.3125,27.153,,,2.7292,3.6676
3.9167,16.899,,,5.2292,13.048,,,6.75,20.887,,,6.665,22.913,,,6.3333,27.135,,,2.75,3.6666
3.9271,16.94,,,5.25,13.043,,,6.7708,20.869,,,6.6667,22.912,,,6.3542,27.118,,,2.7708,3.6699
3.9375,16.981,,,5.27,13.038,,,6.7917,20.853,,,6.6875,22.898,,,6.355,27.117,,,2.79,3.6689
3.9479,17.003,,,5.2708,13.037,,,6.8125,20.84,,,6.7083,22.884,,,6.375,27.099,,,2.7917,3.6688
3.9583,17.025,,,5.2708,13.037,,,6.82,20.836,,,6.7292,22.87,,,6.3958,27.08,,,2.7986,3.674
3.9792,17.065,,,5.2917,13.031,,,6.8333,20.828,,,6.75,22.855,,,6.4167,27.061,,,2.8009,3.6738
3.9896,17.161,,,5.3125,13.024,,,6.8542,20.815,,,6.7708,22.84,,,6.4375,27.043,,,2.8038,3.6736
4,17.257,,,5.3333,13.017,,,6.875,20.803,,,6.7917,22.826,,,6.4583,27.024,,,2.8067,3.6734
4.0104,17.266,,,5.3542,13.009,,,6.8958,20.791,,,6.8125,22.815,,,6.4792,27.006,,,2.8125,3.6729
4.0208,17.275,,,5.375,13.002,,,6.9167,20.778,,,6.82,22.811,,,6.5,26.988,,,2.8177,3.6725
4.03,17.271,,,5.3958,12.993,,,6.9375,20.766,,,6.8333,22.804,,,6.51,26.979,,,2.8255,3.6719
4.0417,17.267,,,5.4167,12.985,,,6.9583,20.754,,,6.8542,22.794,,,6.5208,26.97,,,2.8333,3.6714
4.0625,17.259,,,5.425,12.982,,,6.975,20.745,,,6.875,22.784,,,6.5417,26.952,,,2.8438,3.6707
4.0833,17.251,,,5.4375,12.976,,,6.9792,20.742,,,6.8958,22.773,,,6.5625,26.935,,,2.8542,3.67
4.1042,17.244,,,5.4583,12.968,,,7,20.73,,,6.9167,22.763,,,6.5833,26.917,,,2.8646,3.6713
4.125,17.236,,,5.4792,12.958,,,7.0208,20.718,,,6.9375,22.753,,,6.6042,26.898,,,2.8681,3.6711
4.1458,17.229,,,5.5,12.949,,,7.0417,20.708,,,6.9583,22.743,,,6.625,26.88,,,2.8715,3.6709
4.1667,17.221,,,5.5208,12.94,,,7.0625,20.697,,,6.975,22.734,,,6.6458,26.862,,,2.875,3.6707
4.185,17.216,,,5.5417,12.93,,,7.0833,20.686,,,6.9792,22.732,,,6.665,26.846,,,2.875,3.6707
4.1875,17.215,,,5.5625,12.922,,,7.1042,20.675,,,7,22.722,,,6.6667,26.844,,,2.877,3.6705
4.1875,17.215,,,5.58,12.914,,,7.125,20.665,,,7.0208,22.712,,,6.6875,26.827,,,2.8797,3.6704
4.2083,17.208,,,5.5833,12.912,,,7.13,20.663,,,7.0417,22.703,,,6.7083,26.81,,,2.8829,3.6702
4.2292,17.201,,,5.5833,12.912,,,7.1458,20.655,,,7.0625,22.695,,,6.7292,26.792,,,2.8872,3.6699
4.25,17.235,,,5.6042,12.903,,,7.1667,20.645,,,7.0833,22.686,,,6.75,26.773,,,2.8915,3.6696
4.2708,17.246,,,5.625,12.894,,,7.1875,20.635,,,7.1042,22.676,,,6.7708,26.756,,,2.8958,3.6694
4.2917,17.239,,,5.6458,12.885,,,7.2083,20.625,,,7.125,22.668,,,6.7917,26.738,,,2.8958,3.6694
4.3125,17.232,,,5.6667,12.876,,,7.2292,20.615,,,7.13,22.666,,,6.8125,26.722,,,2.9028,3.669
4.3333,17.225,,,5.6875,12.866,,,7.25,20.605,,,7.1458,22.66,,,6.82,26.717,,,2.9167,3.6684
4.34,17.222,,,5.7083,12.858,,,7.2708,20.595,,,7.1667,22.652,,,6.8333,26.708,,,2.9271,3.6679
4.3542,17.217,,,5.7292,12.849,,,7.285,20.588,,,7.1875,22.643,,,6.8542,26.694,,,2.9375,3.6694
4.375,17.21,,,5.735,12.847,,,7.2917,20.585,,,7.2083,22.635,,,6.875,26.681,,,2.94,3.6693
4.3958,17.203,,,5.75,12.841,,,7.3125,20.574,,,7.2292,22.627,,,6.8958,26.667,,,2.9425,3.6692
4.4167,17.197,,,5.7708,12.834,,,7.3333,20.563,,,7.25,22.618,,,6.9167,26.653,,,2.945,3.6691
4.4375,17.19,,,5.7917,12.827,,,7.3542,20.551,,,7.2708,22.61,,,6.9375,26.64,,,2.9494,3.6689
4.4583,17.182,,,5.8125,12.82,,,7.375,20.54,,,7.285,22.604,,,6.9583,26.626,,,2.9539,3.6687
4.4792,17.174,,,5.8333,12.814,,,7.3958,20.528,,,7.2917,22.601,,,6.975,26.615,,,2.9583,3.6685
4.495,17.168,,,5.8542,12.81,,,7.4167,20.515,,,7.3125,22.592,,,6.9792,26.612,,,2.9653,3.6682
4.5,17.166,,,5.875,12.805,,,7.4375,20.503,,,7.3333,22.582,,,7,26.599,,,2.9792,3.6677
4.5,17.166,,,5.89,12.801,,,7.44,20.502,,,7.3542,22.572,,,7.0208,26.585,,,2.9896,3.6674
4.5208,17.157,,,5.8958,12.8,,,7.4583,20.491,,,7.375,22.562,,,7.0417,26.572,,,3,3.6689
4.5417,17.149,,,5.8958,12.8,,,7.4792,20.478,,,7.3958,22.551,,,7.0625,26.559,,,3.0069,3.6686
4.5625,17.14,,,5.9167,12.795,,,7.5,20.465,,,7.4167,22.54,,,7.0833,26.546,,,3.0139,3.6683
4.5833,17.132,,,5.9375,12.79,,,7.5208,20.453,,,7.4375,22.53,,,7.1042,26.533,,,3.0208,3.668
4.6042,17.124,,,5.9583,12.785,,,7.5417,20.44,,,7.44,22.528,,,7.125,26.52,,,3.0208,3.668
4.625,17.115,,,5.9792,12.78,,,7.5625,20.428,,,7.4583,22.518,,,7.13,26.517,,,3.0243,3.6678
4.6458,17.107,,,6,12.775,,,7.5833,20.415,,,7.4792,22.507,,,7.1458,26.507,,,3.0287,3.6677
4.65,17.105,,,6.0208,12.77,,,7.595,20.408,,,7.5,22.496,,,7.1667,26.494,,,3.0352,3.6674
4.6667,17.1,,,6.0417,12.766,,,7.6042,20.403,,,7.5208,22.485,,,7.1875,26.481,,,3.0417,3.6672
4.6875,17.093,,,6.045,12.765,,,7.625,20.39,,,7.5417,22.474,,,7.2083,26.469,,,3.0486,3.667
4.7083,17.085,,,6.0625,12.762,,,7.6458,20.378,,,7.5625,22.463,,,7.2292,26.456,,,3.0625,3.6666
4.7292,17.077,,,6.0833,12.758,,,7.6667,20.366,,,7.5833,22.452,,,7.25,26.442,,,3.0729,3.6663
4.75,17.07,,,6.1042,12.754,,,7.6875,20.354,,,7.595,22.445,,,7.2708,26.429,,,3.0833,3.6661
4.7708,17.063,,,6.125,12.75,,,7.7083,20.341,,,7.6042,22.44,,,7.285,26.42,,,3.1,3.6677
4.7917,17.056,,,6.1458,12.747,,,7.7292,20.329,,,7.625,22.429,,,7.2917,26.415,,,3.102,3.6714
4.805,17.052,,,6.1667,12.743,,,7.75,20.317,,,7.6458,22.418,,,7.3125,26.401,,,3.104,3.6732
4.8125,17.05,,,6.1875,12.739,,,7.7708,20.306,,,7.6667,22.408,,,7.3333,26.386,,,3.1042,3.6731
4.8333,17.043,,,6.2,12.736,,,7.7917,20.293,,,7.6875,22.397,,,7.3542,26.372,,,3.1062,3.673
4.8542,17.037,,,6.2083,12.735,,,7.8125,20.28,,,7.7083,22.386,,,7.375,26.357,,,3.1089,3.6729
4.875,17.031,,,6.2083,12.735,,,7.8333,20.269,,,7.7292,22.374,,,7.3958,26.342,,,3.1121,3.6727
4.8958,17.024,,,6.2292,12.731,,,7.8542,20.259,,,7.75,22.364,,,7.4167,26.327,,,3.1164,3.6724
4.9167,17.018,,,6.25,12.727,,,7.875,20.249,,,7.7708,22.354,,,7.4375,26.313,,,3.1207,3.6722
4.9375,17.012,,,6.2708,12.723,,,7.8958,20.239,,,7.7917,22.342,,,7.44,26.311,,,3.125,3.672
