NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
21.9792,17.473,,,,,,,27.2354,13.734,,,30.7327,16.005,,,,,,,26.04,3.8492
22,17.465,,,,,,,27.2378,13.734,,,30.737,16.003,,,,,,,26.0417,3.8491
22.01,17.462,,,,,,,27.2409,13.733,,,30.7435,16.001,,,,,,,26.0625,3.8475
22.0208,17.458,,,,,,,27.2454,13.732,,,30.75,15.998,,,,,,,26.0833,3.8537
22.0417,17.452,,,,,,,27.2474,13.732,,,30.7569,15.995,,,,,,,26.0903,3.8529
22.0625,17.445,,,,,,,27.25,13.731,,,30.7616,15.993,,,,,,,26.0972,3.8521
22.0833,17.439,,,,,,,27.2526,13.73,,,30.7662,15.991,,,,,,,26.1042,3.8513
22.1042,17.434,,,,,,,27.2562,13.729,,,30.7708,15.989,,,,,,,26.1146,3.8503
22.125,17.428,,,,,,,27.2582,13.729,,,30.7778,15.987,,,,,,,26.125,3.8494
22.1458,17.422,,,,,,,27.2608,13.728,,,30.7824,15.985,,,,,,,26.1458,3.8478
22.165,17.417,,,,,,,27.2641,13.728,,,30.7871,15.983,,,,,,,26.1667,3.852
22.1667,17.417,,,,,,,27.2675,13.727,,,30.7917,15.981,,,,,,,26.1736,3.8512
22.1875,17.411,,,,,,,27.2708,13.726,,,30.7986,15.978,,,,,,,26.1806,3.8504
22.2083,17.405,,,,,,,27.2728,13.726,,,30.8033,15.976,,,,,,,26.1875,3.8497
22.2292,17.399,,,,,,,27.2752,13.725,,,30.8079,15.975,,,,,,,26.195,3.849
22.25,17.393,,,,,,,27.2772,13.725,,,30.8125,15.973,,,,,,,26.2083,3.8479
22.2708,17.387,,,,,,,27.28,13.724,,,30.8194,15.97,,,,,,,26.2292,3.8465
22.2917,17.38,,,,,,,27.2839,13.723,,,30.8241,15.968,,,,,,,26.25,3.8474
22.2986,17.378,,,,,,,27.2878,13.722,,,30.8287,15.967,,,,,,,26.2708,3.8466
22.3056,17.376,,,,,,,27.2917,13.721,,,30.8333,15.965,,,,,,,26.2812,3.8518
22.3125,17.374,,,,,,,27.2937,13.72,,,30.8372,15.964,,,,,,,26.2847,3.8514
22.32,17.371,,,,,,,27.2964,13.72,,,30.8411,15.963,,,,,,,26.2882,3.8511
22.3333,17.367,,,,,,,27.2996,13.719,,,30.845,15.961,,,,,,,26.2917,3.8508
22.3403,17.365,,,,,,,27.3016,13.719,,,30.8481,15.96,,,,,,,26.2969,3.8503
22.3472,17.362,,,,,,,27.3043,13.718,,,30.8511,15.959,,,,,,,26.3047,3.8497
22.3542,17.36,,,,,,,27.3084,13.717,,,30.8542,15.958,,,,,,,26.3125,3.8491
22.3646,17.357,,,,,,,27.3125,13.717,,,30.8594,15.956,,,,,,,26.3229,3.8483
22.375,17.354,,,,,,,27.3167,13.716,,,30.8672,15.954,,,,,,,26.3333,3.8476
22.3819,17.352,,,,,,,27.3187,13.715,,,30.875,15.951,,,,,,,26.35,3.8466
22.3889,17.35,,,,,,,27.3211,13.715,,,30.8785,15.95,,,,,,,26.3542,3.8538
22.3958,17.348,,,,,,,27.3241,13.714,,,30.8828,15.949,,,,,,,26.375,3.8507
22.4063,17.345,,,,,,,27.3287,13.713,,,30.8893,15.947,,,,,,,26.3854,3.8497
22.4167,17.342,,,,,,,27.3307,13.713,,,30.8958,15.945,,,,,,,26.3958,3.8504
22.4236,17.34,,,,,,,27.3333,13.712,,,30.9028,15.943,,,,,,,26.4028,3.8497
22.4306,17.338,,,,,,,27.3359,13.712,,,30.9074,15.941,,,,,,,26.4097,3.849
22.4375,17.336,,,,,,,27.3396,13.711,,,30.9121,15.94,,,,,,,26.4167,3.8483
22.4479,17.333,,,,,,,27.3416,13.71,,,30.9167,15.938,,,,,,,26.4271,3.8474
22.4583,17.33,,,,,,,27.3441,13.71,,,30.9236,15.936,,,,,,,26.4375,3.8485
22.4639,17.329,,,,,,,27.3475,13.709,,,30.9283,15.935,,,,,,,26.4444,3.8479
22.4694,17.327,,,,,,,27.3508,13.708,,,30.9329,15.933,,,,,,,26.4514,3.8473
22.475,17.326,,,,,,,27.3542,13.707,,,30.9375,15.932,,,,,,,26.4583,3.8469
22.4792,17.325,,,,,,,27.3562,13.707,,,30.9444,15.93,,,,,,,26.4688,3.8463
22.4896,17.322,,,,,,,27.3589,13.706,,,30.9491,15.929,,,,,,,26.4792,3.8458
22.5,17.319,,,,,,,27.3621,13.705,,,30.9537,15.928,,,,,,,26.5,3.8451
22.5104,17.315,,,,,,,27.3641,13.705,,,30.9583,15.927,,,,,,,26.505,3.8542
22.5208,17.313,,,,,,,27.3668,13.704,,,30.9653,15.925,,,,,,,26.5103,3.8534
22.5278,17.311,,,,,,,27.3709,13.703,,,30.9699,15.923,,,,,,,26.5155,3.8527
22.5347,17.309,,,,,,,27.375,13.703,,,30.9746,15.922,,,,,,,26.5208,3.852
22.5417,17.307,,,,,,,27.3792,13.702,,,30.9792,15.921,,,,,,,26.5313,3.8507
22.5521,17.304,,,,,,,27.3812,13.701,,,30.9861,15.919,,,,,,,26.5417,3.8495
22.5625,17.301,,,,,,,27.3836,13.701,,,30.9908,15.918,,,,,,,26.5521,3.8483
22.5694,17.299,,,,,,,27.3866,13.7,,,30.9954,15.917,,,,,,,26.5625,3.8473
22.5764,17.297,,,,,,,27.3912,13.699,,,31,15.916,,,,,,,26.5833,3.8455
22.5833,17.295,,,,,,,27.3932,13.699,,,,,,,,,,,26.6042,3.8485
22.5938,17.292,,,,,,,27.3958,13.698,,,,,,,,,,,26.6111,3.848
22.6042,17.289,,,,,,,27.3978,13.698,,,,,,,,,,,26.6181,3.8493
22.6111,17.287,,,,,,,27.4005,13.699,,,,,,,,,,,26.6204,3.8491
22.6181,17.285,,,,,,,27.4037,13.7,,,,,,,,,,,26.6227,3.849
22.625,17.283,,,,,,,27.4081,13.701,,,,,,,,,,,26.625,3.8488
22.63,17.282,,,,,,,27.4124,13.703,,,,,,,,,,,26.6292,3.8485
22.6353,17.281,,,,,,,27.4167,13.704,,,,,,,,,,,26.6347,3.848
22.6405,17.279,,,,,,,27.4224,13.704,,,,,,,,,,,26.6403,3.8476
22.6458,17.278,,,,,,,27.4287,13.704,,,,,,,,,,,26.6458,3.8472
22.6563,17.275,,,,,,,27.435,13.703,,,,,,,,,,,26.6529,3.8468
22.6667,17.272,,,,,,,27.4375,13.703,,,,,,,,,,,26.66,3.8464
22.6771,17.269,,,,,,,27.4444,13.714,,,,,,,,,,,26.6667,3.846
22.6875,17.266,,,,,,,27.4514,13.724,,,,,,,,,,,26.6771,3.8455
22.6944,17.265,,,,,,,27.4583,13.735,,,,,,,,,,,26.6875,3.8488
22.7014,17.263,,,,,,,27.4653,13.733,,,,,,,,,,,26.6944,3.852
22.7083,17.261,,,,,,,27.4722,13.731,,,,,,,,,,,26.6967,3.8517
22.7188,17.259,,,,,,,27.4792,13.729,,,,,,,,,,,26.6996,3.8514
22.7292,17.256,,,,,,,27.4896,13.724,,,,,,,,,,,26.704,3.8509
22.7361,17.255,,,,,,,27.5,13.72,,,,,,,,,,,26.7083,3.8505
22.7431,17.253,,,,,,,27.5097,13.732,,,,,,,,,,,26.7135,3.8499
22.75,17.252,,,,,,,27.5208,13.746,,,,,,,,,,,26.7214,3.8492
22.7604,17.249,,,,,,,27.5313,13.759,,,,,,,,,,,26.7292,3.8485
22.7708,17.247,,,,,,,27.5417,13.771,,,,,,,,,,,26.7396,3.8476
22.7755,17.246,,,,,,,27.5514,13.798,,,,,,,,,,,26.75,3.8469
22.7803,17.245,,,,,,,27.5625,13.829,,,,,,,,,,,26.7604,3.8462
22.785,17.244,,,,,,,27.5722,13.898,,,,,,,,,,,26.7708,3.8456
22.7917,17.242,,,,,,,27.5833,13.977,,,,,,,,,,,26.7917,3.8447
22.7986,17.241,,,,,,,27.59,14.025,,,,,,,,,,,26.8125,3.8548
22.8033,17.24,,,,,,,27.5971,14.075,,,,,,,,,,,26.815,3.8555
22.8079,17.239,,,,,,,27.6042,14.125,,,,,,,,,,,26.8211,3.8576
22.8125,17.238,,,,,,,27.611,14.205,,,,,,,,,,,26.8252,3.8589
22.8194,17.237,,,,,,,27.618,14.288,,,,,,,,,,,26.8292,3.8602
22.8241,17.236,,,,,,,27.625,14.371,,,,,,,,,,,26.8333,3.8616
22.8287,17.236,,,,,,,27.6318,14.476,,,,,,,,,,,26.8385,3.8633
22.8333,17.235,,,,,,,27.6388,14.586,,,,,,,,,,,26.8464,3.866
22.8403,17.234,,,,,,,27.6458,14.695,,,,,,,,,,,26.8542,3.8686
22.8449,17.233,,,,,,,27.6526,14.742,,,,,,,,,,,26.8565,3.8757
22.8496,17.232,,,,,,,27.6573,14.776,,,,,,,,,,,26.8588,3.8828
22.8542,17.232,,,,,,,27.662,14.809,,,,,,,,,,,26.8611,3.8899
22.8611,17.23,,,,,,,27.6667,14.843,,,,,,,,,,,26.8634,3.897
22.8658,17.23,,,,,,,27.6714,14.843,,,,,,,,,,,26.8658,3.904
22.8704,17.229,,,,,,,27.6768,14.843,,,,,,,,,,,26.8688,3.9134
22.875,17.229,,,,,,,27.6821,14.843,,,,,,,,,,,26.8719,3.9229
22.8819,17.227,,,,,,,27.6875,14.844,,,,,,,,,,,26.875,3.9323
22.8866,17.227,,,,,,,27.6944,14.844,,,,,,,,,,,26.8789,3.9322
22.8912,17.226,,,,,,,27.7014,14.844,,,,,,,,,,,26.8831,3.9322
22.8958,17.225,,,,,,,27.7083,14.845,,,,,,,,,,,26.8895,3.9321
22.9028,17.224,,,,,,,27.7153,14.842,,,,,,,,,,,26.8958,3.9321
22.9074,17.223,,,,,,,27.7292,14.836,,,,,,,,,,,26.9028,3.9305
22.9121,17.223,,,,,,,27.7371,14.833,,,,,,,,,,,26.9097,3.9289
22.9167,17.222,,,,,,,27.745,14.83,,,,,,,,,,,26.9167,3.9274
22.9236,17.221,,,,,,,27.75,14.828,,,,,,,,,,,26.9271,3.9252
22.9283,17.22,,,,,,,27.7604,14.824,,,,,,,,,,,26.9375,3.9229
22.9329,17.219,,,,,,,27.7708,14.82,,,,,,,,,,,26.9583,3.9184
22.9375,17.219,,,,,,,27.7917,14.812,,,,,,,,,,,26.97,3.9177
22.94,17.218,,,,,,,27.8125,14.804,,,,,,,,,,,26.9731,3.9207
22.9492,17.217,,,,,,,27.8333,14.796,,,,,,,,,,,26.9751,3.9202
22.9583,17.215,,,,,,,27.8542,14.788,,,,,,,,,,,26.9771,3.9197
22.9687,17.213,,,,,,,27.875,14.781,,,,,,,,,,,26.9792,3.9191
22.9792,17.211,,,,,,,27.8958,14.773,,,,,,,,,,,26.9827,3.9183
22.9896,17.209,,,,,,,27.9,14.771,,,,,,,,,,,26.987,3.9172
23,17.207,,,,,,,27.9167,14.764,,,,,,,,,,,26.9935,3.9156
23.0069,17.206,,,,,,,27.9375,14.756,,,,,,,,,,,27,3.9141
23.0139,17.205,,,,,,,27.9583,14.748,,,,,,,,,,,27.0069,3.9124
23.0208,17.203,,,,,,,27.9792,14.74,,,,,,,,,,,27.0208,3.9089
23.0313,17.201,,,,,,,28,14.732,,,,,,,,,,,27.0313,3.9064
23.0417,17.199,,,,,,,28.0208,14.723,,,,,,,,,,,27.0417,3.9057
23.0486,17.198,,,,,,,28.0417,14.714,,,,,,,,,,,27.0486,3.9038
23.0556,17.197,,,,,,,28.055,14.708,,,,,,,,,,,27.0556,3.902
23.0625,17.195,,,,,,,28.0625,14.705,,,,,,,,,,,27.0625,3.9002
23.0729,17.193,,,,,,,28.0833,14.695,,,,,,,,,,,27.0729,3.8975
23.0833,17.191,,,,,,,28.1042,14.686,,,,,,,,,,,27.0833,3.8949
23.095,17.19,,,,,,,28.125,14.676,,,,,,,,,,,27.1042,3.8898
23.1042,17.189,,,,,,,28.1458,14.667,,,,,,,,,,,27.125,3.8883
23.1111,17.188,,,,,,,28.1667,14.658,,,,,,,,,,,27.1319,3.8863
23.1181,17.188,,,,,,,28.1875,14.648,,,,,,,,,,,27.1389,3.8843
23.125,17.187,,,,,,,28.2083,14.639,,,,,,,,,,,27.1458,3.8826
23.1354,17.186,,,,,,,28.21,14.638,,,,,,,,,,,27.1563,3.8804
23.1458,17.184,,,,,,,28.2292,14.629,,,,,,,,,,,27.1667,3.8784
23.1528,17.183,,,,,,,28.25,14.619,,,,,,,,,,,27.1875,3.8744
23.1597,17.182,,,,,,,28.2708,14.61,,,,,,,,,,,27.2083,3.8729
23.1667,17.181,,,,,,,28.2917,14.601,,,,,,,,,,,27.2292,3.8698
23.1771,17.18,,,,,,,28.3125,14.591,,,,,,,,,,,27.2396,3.8685
23.1875,17.178,,,,,,,28.3333,14.581,,,,,,,,,,,27.25,3.8689
23.1944,17.177,,,,,,,28.3542,14.571,,,,,,,,,,,27.2569,3.8679
23.2014,17.177,,,,,,,28.365,14.565,,,,,,,,,,,27.2639,3.8669
23.2083,17.176,,,,,,,28.375,14.56,,,,,,,,,,,27.2708,3.8659
23.2188,17.174,,,,,,,28.3958,14.549,,,,,,,,,,,27.28,3.865
23.2292,17.173,,,,,,,28.4167,14.537,,,,,,,,,,,27.2917,3.8639
23.2361,17.172,,,,,,,28.4375,14.526,,,,,,,,,,,27.3007,3.8652
23.2431,17.171,,,,,,,28.4583,14.515,,,,,,,,,,,27.3125,3.867
23.25,17.17,,,,,,,28.4792,14.502,,,,,,,,,,,27.3194,3.8743
23.2604,17.169,,,,,,,28.5,14.489,,,,,,,,,,,27.3217,3.8754
23.2708,17.167,,,,,,,28.52,14.475,,,,,,,,,,,27.3246,3.8768
23.2778,17.166,,,,,,,28.5208,14.475,,,,,,,,,,,27.3275,3.8782
23.2847,17.165,,,,,,,28.5417,14.459,,,,,,,,,,,27.3333,3.881
23.2917,17.163,,,,,,,28.5625,14.444,,,,,,,,,,,27.3372,3.8804
23.3021,17.162,,,,,,,28.5833,14.429,,,,,,,,,,,27.3415,3.8797
23.3125,17.16,,,,,,,28.6042,14.416,,,,,,,,,,,27.3457,3.879
23.3194,17.158,,,,,,,28.625,14.403,,,,,,,,,,,27.3542,3.8777
23.3264,17.157,,,,,,,28.6458,14.39,,,,,,,,,,,27.3646,3.8751
23.3333,17.156,,,,,,,28.6667,14.377,,,,,,,,,,,27.375,3.8726
23.3438,17.154,,,,,,,28.675,14.372,,,,,,,,,,,27.3836,3.8722
23.3542,17.152,,,,,,,28.6875,14.364,,,,,,,,,,,27.3958,3.8716
23.3611,17.151,,,,,,,28.7083,14.35,,,,,,,,,,,27.4044,3.8713
23.3681,17.149,,,,,,,28.7292,14.336,,,,,,,,,,,27.4167,3.8709
23.375,17.148,,,,,,,28.75,14.322,,,,,,,,,,,27.435,3.8747
23.3854,17.146,,,,,,,28.7708,14.308,,,,,,,,,,,27.4375,3.8741
23.3958,17.144,,,,,,,28.7917,14.296,,,,,,,,,,,27.4479,3.8723
23.405,17.142,,,,,,,28.8125,14.283,,,,,,,,,,,27.4583,3.8759
23.4167,17.14,,,,,,,28.83,14.274,,,,,,,,,,,27.4617,3.875
23.4236,17.139,,,,,,,28.8333,14.272,,,,,,,,,,,27.4661,3.8738
23.4306,17.137,,,,,,,28.8542,14.259,,,,,,,,,,,27.4704,3.8727
23.4375,17.136,,,,,,,28.875,14.248,,,,,,,,,,,27.4748,3.8715
23.4479,17.134,,,,,,,28.8958,14.238,,,,,,,,,,,27.4792,3.8704
23.4583,17.132,,,,,,,28.9167,14.227,,,,,,,,,,,27.4844,3.8693
23.4653,17.13,,,,,,,28.9375,14.217,,,,,,,,,,,27.4922,3.8677
23.4722,17.129,,,,,,,28.9583,14.208,,,,,,,,,,,27.5,3.8661
23.4792,17.128,,,,,,,28.9792,14.198,,,,,,,,,,,27.5023,3.8684
23.4896,17.126,,,,,,,28.985,14.196,,,,,,,,,,,27.5046,3.8708
23.5,17.124,,,,,,,29,14.189,,,,,,,,,,,27.5069,3.8732
23.5069,17.122,,,,,,,29.0208,14.18,,,,,,,,,,,27.5092,3.8755
23.5139,17.121,,,,,,,29.0417,14.169,,,,,,,,,,,27.5121,3.8785
23.5208,17.12,,,,,,,29.0625,14.159,,,,,,,,,,,27.5165,3.8829
23.5313,17.118,,,,,,,29.0833,14.149,,,,,,,,,,,27.5208,3.8874
23.5417,17.116,,,,,,,29.1042,14.138,,,,,,,,,,,27.5247,3.8875
23.5478,17.114,,,,,,,29.125,14.128,,,,,,,,,,,27.529,3.8877
23.5539,17.113,,,,,,,29.14,14.121,,,,,,,,,,,27.5332,3.8879
23.56,17.112,,,,,,,29.1458,14.118,,,,,,,,,,,27.5417,3.8883
23.5625,17.111,,,,,,,29.1667,14.108,,,,,,,,,,,27.5439,3.901
23.5729,17.109,,,,,,,29.1875,14.097,,,,,,,,,,,27.5462,3.9143
23.5833,17.107,,,,,,,29.2083,14.087,,,,,,,,,,,27.5486,3.9277
23.5938,17.105,,,,,,,29.2292,14.077,,,,,,,,,,,27.5509,3.9411
23.6042,17.103,,,,,,,29.25,14.067,,,,,,,,,,,27.5532,3.9544
23.6111,17.101,,,,,,,29.2708,14.056,,,,,,,,,,,27.5551,3.9651
23.6181,17.1,,,,,,,29.2917,14.046,,,,,,,,,,,27.5569,3.9758
23.625,17.099,,,,,,,29.295,14.044,,,,,,,,,,,27.5597,3.9918
23.6354,17.097,,,,,,,29.3125,14.034,,,,,,,,,,,27.5625,4.0078
23.6458,17.095,,,,,,,29.3333,14.022,,,,,,,,,,,27.5651,4.0227
23.6528,17.093,,,,,,,29.3542,14.009,,,,,,,,,,,27.5687,4.0436
23.6597,17.092,,,,,,,29.375,13.995,,,,,,,,,,,27.5724,4.0644
23.6667,17.09,,,,,,,29.3958,13.981,,,,,,,,,,,27.576,4.0853
23.6771,17.088,,,,,,,29.4167,13.968,,,,,,,,,,,27.5797,4.1061
23.6875,17.086,,,,,,,29.4375,13.955,,,,,,,,,,,27.5833,4.127
23.6944,17.085,,,,,,,29.45,13.948,,,,,,,,,,,27.5867,4.1797
23.7014,17.084,,,,,,,29.4583,13.942,,,,,,,,,,,27.59,4.2323
23.7083,17.082,,,,,,,29.4792,13.929,,,,,,,,,,,27.5924,4.2695
23.715,17.081,,,,,,,29.5,13.917,,,,,,,,,,,27.5947,4.3067
23.7197,17.08,,,,,,,29.5208,13.905,,,,,,,,,,,27.5971,4.3438
23.7245,17.079,,,,,,,29.5417,13.893,,,,,,,,,,,27.5995,4.381
23.7292,17.079,,,,,,,29.5625,13.881,,,,,,,,,,,27.6018,4.4181
23.7361,17.077,,,,,,,29.5648,13.88,,,,,,,,,,,27.6042,4.4553
23.7408,17.077,,,,,,,29.5679,13.878,,,,,,,,,,,27.6063,4.4879
23.7454,17.076,,,,,,,29.5717,13.876,,,,,,,,,,,27.6084,4.5206
23.75,17.075,,,,,,,29.5775,13.872,,,,,,,,,,,27.6104,4.5532
23.7569,17.074,,,,,,,29.5795,13.871,,,,,,,,,,,27.6125,4.5859
23.7616,17.073,,,,,,,29.5833,13.869,,,,,,,,,,,27.6146,4.6186
23.7662,17.072,,,,,,,29.5868,13.867,,,,,,,,,,,27.6167,4.6512
23.7708,17.071,,,,,,,29.5911,13.863,,,,,,,,,,,27.6188,4.6839
23.7778,17.07,,,,,,,29.5933,13.862,,,,,,,,,,,27.6208,4.7165
23.7824,17.069,,,,,,,29.596,13.86,,,,,,,,,,,27.6229,4.7492
23.7871,17.069,,,,,,,29.6001,13.857,,,,,,,,,,,27.625,4.7818
23.7917,17.068,,,,,,,29.6042,13.854,,,,,,,,,,,27.6276,4.8049
23.7986,17.067,,,,,,,29.605,13.853,,,,,,,,,,,27.6302,4.8281
23.8033,17.066,,,,,,,29.607,13.852,,,,,,,,,,,27.6328,4.8512
23.8079,17.065,,,,,,,29.6096,13.851,,,,,,,,,,,27.6347,4.8677
23.8125,17.065,,,,,,,29.6127,13.849,,,,,,,,,,,27.6365,4.8842
23.8194,17.064,,,,,,,29.6168,13.846,,,,,,,,,,,27.6388,4.9048
23.8241,17.063,,,,,,,29.6195,13.844,,,,,,,,,,,27.6423,4.9357
23.8287,17.063,,,,,,,29.6223,13.843,,,,,,,,,,,27.6443,4.9534
23.8333,17.062,,,,,,,29.625,13.841,,,,,,,,,,,27.6458,4.9666
23.8403,17.061,,,,,,,29.627,13.84,,,,,,,,,,,27.6478,4.9701
23.8449,17.06,,,,,,,29.6297,13.838,,,,,,,,,,,27.6499,4.9739
23.8496,17.06,,,,,,,29.6329,13.836,,,,,,,,,,,27.6527,4.9788
23.8542,17.059,,,,,,,29.6372,13.834,,,,,,,,,,,27.6555,4.9838
23.8621,17.058,,,,,,,29.6415,13.831,,,,,,,,,,,27.6583,4.9888
23.87,17.057,,,,,,,29.6458,13.828,,,,,,,,,,,27.6611,4.9938
23.875,17.056,,,,,,,29.6481,13.827,,,,,,,,,,,27.6639,4.9988
23.8854,17.054,,,,,,,29.6512,13.825,,,,,,,,,,,27.6667,5.0037
23.8958,17.053,,,,,,,29.6551,13.822,,,,,,,,,,,27.6702,5.0025
23.9063,17.051,,,,,,,29.6571,13.821,,,,,,,,,,,27.6736,5.0011
23.9167,17.05,,,,,,,29.6595,13.819,,,,,,,,,,,27.6771,4.9997
23.9236,17.049,,,,,,,29.6631,13.817,,,,,,,,,,,27.6806,4.9983
23.9306,17.048,,,,,,,29.6667,13.815,,,,,,,,,,,27.684,4.9969
23.9375,17.046,,,,,,,29.6709,13.812,,,,,,,,,,,27.6875,4.9954
23.9479,17.045,,,,,,,29.6729,13.811,,,,,,,,,,,27.6917,4.9937
23.9583,17.043,,,,,,,29.6753,13.809,,,,,,,,,,,27.6972,4.9914
23.9653,17.042,,,,,,,29.6783,13.808,,,,,,,,,,,27.7028,4.9891
23.9722,17.041,,,,,,,29.6804,13.807,,,,,,,,,,,27.7083,4.9868
23.9792,17.04,,,,,,,29.6827,13.805,,,,,,,,,,,27.7153,4.984
23.9896,17.038,,,,,,,29.6847,13.804,,,,,,,,,,,27.7222,4.9816
24,17.036,,,,,,,29.6875,13.802,,,,,,,,,,,27.7292,4.9792
24.0069,17.035,,,,,,,29.691,13.8,,,,,,,,,,,27.7371,4.9765
24.0139,17.034,,,,,,,29.6953,13.798,,,,,,,,,,,27.745,4.9737
24.0208,17.033,,,,,,,29.6975,13.797,,,,,,,,,,,27.75,4.972
24.025,17.032,,,,,,,29.7002,13.795,,,,,,,,,,,27.7604,4.9684
24.0306,17.031,,,,,,,29.7042,13.793,,,,,,,,,,,27.7708,4.9648
24.0361,17.03,,,,,,,29.7083,13.791,,,,,,,,,,,27.7812,4.9612
24.0417,17.029,,,,,,,29.7103,13.79,,,,,,,,,,,27.7917,4.9575
24.0521,17.027,,,,,,,29.713,13.788,,,,,,,,,,,27.8021,4.9538
24.0625,17.025,,,,,,,29.7162,13.787,,,,,,,,,,,27.8125,4.9498
24.0729,17.023,,,,,,,29.7206,13.785,,,,,,,,,,,27.8333,4.9421
24.0833,17.022,,,,,,,29.7249,13.782,,,,,,,,,,,27.8542,4.9352
24.0903,17.02,,,,,,,29.7292,13.78,,,,,,,,,,,27.875,4.927
24.0972,17.019,,,,,,,29.7315,13.779,,,,,,,,,,,27.8958,4.9188
24.1042,17.018,,,,,,,29.7346,13.778,,,,,,,,,,,27.9,4.9172
24.1146,17.016,,,,,,,29.7384,13.776,,,,,,,,,,,27.9167,4.911
24.125,17.014,,,,,,,29.7404,13.775,,,,,,,,,,,27.9375,4.9033
24.1319,17.013,,,,,,,29.7428,13.774,,,,,,,,,,,27.9583,4.8954
24.1389,17.012,,,,,,,29.7464,13.773,,,,,,,,,,,27.9792,4.8874
24.1458,17.011,,,,,,,29.75,13.771,,,,,,,,,,,28,4.8795
24.1563,17.009,,,,,,,29.752,13.77,,,,,,,,,,,28.0208,4.8712
24.1667,17.007,,,,,,,29.7547,13.769,,,,,,,,,,,28.0417,4.8622
24.1711,17.007,,,,,,,29.7573,13.767,,,,,,,,,,,28.055,4.8565
24.1756,17.006,,,,,,,29.76,13.766,,,,,,,,,,,28.0625,4.8533
24.18,17.005,,,,,,,29.762,13.765,,,,,,,,,,,28.0833,4.8446
24.1875,17.004,,,,,,,29.7649,13.763,,,,,,,,,,,28.1042,4.8362
24.1979,17.003,,,,,,,29.7679,13.761,,,,,,,,,,,28.125,4.8272
24.2083,17.001,,,,,,,29.7708,13.76,,,,,,,,,,,28.1458,4.8184
24.2188,17,,,,,,,29.775,13.757,,,,,,,,,,,28.1667,4.8097
24.2292,16.998,,,,,,,29.777,13.756,,,,,,,,,,,28.1875,4.8011
24.2361,16.997,,,,,,,29.7794,13.755,,,,,,,,,,,28.1944,4.7982
24.2431,16.996,,,,,,,29.7825,13.753,,,,,,,,,,,28.2014,4.7952
24.25,16.995,,,,,,,29.7871,13.75,,,,,,,,,,,28.2083,4.7922
24.2604,16.993,,,,,,,29.7891,13.749,,,,,,,,,,,28.21,4.7914
24.2708,16.992,,,,,,,29.7917,13.747,,,,,,,,,,,28.2196,4.7872
24.2778,16.991,,,,,,,29.7943,13.746,,,,,,,,,,,28.2292,4.7829
24.2847,16.99,,,,,,,29.7979,13.743,,,,,,,,,,,28.25,4.7737
24.2917,16.988,,,,,,,29.7999,13.742,,,,,,,,,,,28.2569,4.7705
24.3021,16.987,,,,,,,29.8025,13.74,,,,,,,,,,,28.2639,4.767
24.3125,16.985,,,,,,,29.8058,13.738,,,,,,,,,,,28.2708,4.7636
24.3194,16.984,,,,,,,29.8092,13.736,,,,,,,,,,,28.2813,4.7583
24.3264,16.983,,,,,,,29.8125,13.733,,,,,,,,,,,28.2917,4.7529
24.3333,16.982,,,,,,,29.8145,13.732,,,,,,,,,,,28.3125,4.7424
24.335,16.982,,,,,,,29.8172,13.73,,,,,,,,,,,28.3333,4.7324
24.3446,16.98,,,,,,,29.8204,13.729,,,,,,,,,,,28.3542,4.7228
24.3542,16.979,,,,,,,29.8224,13.728,,,,,,,,,,,28.365,4.7178
24.3611,16.977,,,,,,,29.8251,13.726,,,,,,,,,,,28.375,4.713
24.3681,16.976,,,,,,,29.8292,13.724,,,,,,,,,,,28.3958,4.7032
24.375,16.975,,,,,,,29.8333,13.722,,,,,,,,,,,28.4167,4.6936
24.3854,16.972,,,,,,,29.8375,13.72,,,,,,,,,,,28.4375,4.6838
24.3958,16.971,,,,,,,29.8395,13.718,,,,,,,,,,,28.4583,4.6741
24.4063,16.969,,,,,,,29.8419,13.717,,,,,,,,,,,28.4792,4.6644
24.4167,16.967,,,,,,,29.845,13.715,,,,,,,,,,,28.5,4.654
24.4236,16.966,,,,,,,29.847,13.714,,,,,,,,,,,28.52,4.6436
24.4306,16.965,,,,,,,29.8494,13.713,,,,,,,,,,,28.5208,4.6432
24.4375,16.964,,,,,,,29.8514,13.711,,,,,,,,,,,28.5417,4.6313
24.4479,16.961,,,,,,,29.8542,13.71,,,,,,,,,,,28.5625,4.6186
24.4514,16.96,,,,,,,29.8568,13.708,,,,,,,,,,,28.5833,4.605
24.4548,16.96,,,,,,,29.8604,13.707,,,,,,,,,,,28.6042,4.5928
24.4583,16.959,,,,,,,29.8653,13.705,,,,,,,,,,,28.625,4.5797
24.4635,16.958,,,,,,,29.8701,13.703,,,,,,,,,,,28.6458,4.5665
24.4714,16.956,,,,,,,29.875,13.7,,,,,,,,,,,28.6667,4.5535
24.4792,16.954,,,,,,,29.8773,13.699,,,,,,,,,,,28.675,4.549
24.4828,16.954,,,,,,,29.8804,13.698,,,,,,,,,,,28.6875,4.5428
24.4864,16.953,,,,,,,29.8842,13.696,,,,,,,,,,,28.7083,4.5329
