NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,,
t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),cum. Flux (cm)
22.5521,0,,,,,,,27.3812,0,,,30.9861,0,,,,,,,26.5417,0,110.12
22.5625,0,,,,,,,27.3836,0,,,30.9908,0,,,,,,,26.5521,0,110.12
22.5694,0,,,,,,,27.3866,0,,,30.9954,0,,,,,,,26.5625,0,110.12
22.5764,0,,,,,,,27.3912,0,,,31,0,,,,,,,26.5833,0,110.12
22.5833,0,,,,,,,27.3932,0,,,,,,,,,,,26.6042,0,110.12
22.5938,0,,,,,,,27.3958,0,,,,,,,,,,,26.6111,0,110.12
22.6042,0,,,,,,,27.3978,0,,,,,,,,,,,26.6181,0,110.12
22.6111,0,,,,,,,27.4005,0,,,,,,,,,,,26.6204,0,110.12
22.6181,0,,,,,,,27.4037,0,,,,,,,,,,,26.6227,0,110.12
22.625,0,,,,,,,27.4081,0,,,,,,,,,,,26.625,0,110.12
22.63,0,,,,,,,27.4124,0,,,,,,,,,,,26.6292,0,110.12
22.6353,0,,,,,,,27.4167,0,,,,,,,,,,,26.6347,0,110.12
22.6405,0,,,,,,,27.4224,0,,,,,,,,,,,26.6403,0,110.12
22.6458,0,,,,,,,27.4287,0,,,,,,,,,,,26.6458,0,110.12
22.6563,0,,,,,,,27.435,0,,,,,,,,,,,26.6529,0,110.12
22.6667,0,,,,,,,27.4375,0,,,,,,,,,,,26.66,0,110.12
22.6771,0,,,,,,,27.4444,0,,,,,,,,,,,26.6667,0,110.12
22.6875,0,,,,,,,27.4514,0,,,,,,,,,,,26.6771,0,110.12
22.6944,0,,,,,,,27.4583,0,,,,,,,,,,,26.6875,0,110.12
22.7014,0,,,,,,,27.4653,0,,,,,,,,,,,26.6944,0,110.12
22.7083,0,,,,,,,27.4722,0,,,,,,,,,,,26.6967,0,110.12
22.7188,0,,,,,,,27.4792,0,,,,,,,,,,,26.6996,0,110.12
22.7292,0,,,,,,,27.4896,0,,,,,,,,,,,26.704,0,110.12
22.7361,0,,,,,,,27.5,0,,,,,,,,,,,26.7083,0,110.12
22.7431,0,,,,,,,27.5097,0,,,,,,,,,,,26.7135,0,110.12
22.75,0,,,,,,,27.5208,0,,,,,,,,,,,26.7214,0,110.12
22.7604,0,,,,,,,27.5313,0,,,,,,,,,,,26.7292,0,110.12
22.7708,0,,,,,,,27.5417,0,,,,,,,,,,,26.7396,0,110.12
22.7755,0,,,,,,,27.5514,0,,,,,,,,,,,26.75,0,110.12
22.7803,0,,,,,,,27.5625,0,,,,,,,,,,,26.7604,0,110.12
22.785,0,,,,,,,27.5722,0,,,,,,,,,,,26.7708,0,110.12
22.7917,0,,,,,,,27.5833,0,,,,,,,,,,,26.7917,0,110.12
22.7986,0,,,,,,,27.59,0,,,,,,,,,,,26.8125,0,110.12
22.8033,0,,,,,,,27.5971,0,,,,,,,,,,,26.815,0,110.12
22.8079,0,,,,,,,27.6042,0,,,,,,,,,,,26.8211,0,110.12
22.8125,0,,,,,,,27.611,0,,,,,,,,,,,26.8252,0,110.12
22.8194,0,,,,,,,27.618,0,,,,,,,,,,,26.8292,0,110.12
22.8241,0,,,,,,,27.625,0,,,,,,,,,,,26.8333,0,110.12
22.8287,0,,,,,,,27.6318,0,,,,,,,,,,,26.8385,0,110.12
22.8333,0,,,,,,,27.6388,0,,,,,,,,,,,26.8464,0,110.12
22.8403,0,,,,,,,27.6458,0,,,,,,,,,,,26.8542,0,110.12
22.8449,0,,,,,,,27.6526,0,,,,,,,,,,,26.8565,0,110.12
22.8496,0,,,,,,,27.6573,0,,,,,,,,,,,26.8588,0,110.12
22.8542,0,,,,,,,27.662,0,,,,,,,,,,,26.8611,0,110.12
22.8611,0,,,,,,,27.6667,0,,,,,,,,,,,26.8634,0,110.12
22.8658,0,,,,,,,27.6714,0,,,,,,,,,,,26.8658,0,110.12
22.8704,0,,,,,,,27.6768,0,,,,,,,,,,,26.8688,0,110.12
22.875,0,,,,,,,27.6821,0,,,,,,,,,,,26.8719,0,110.12
22.8819,0,,,,,,,27.6875,0,,,,,,,,,,,26.875,0,110.12
22.8866,0,,,,,,,27.6944,0,,,,,,,,,,,26.8789,0,110.12
22.8912,0,,,,,,,27.7014,0,,,,,,,,,,,26.8831,0,110.12
22.8958,0,,,,,,,27.7083,0,,,,,,,,,,,26.8895,0,110.12
22.9028,0,,,,,,,27.7153,0,,,,,,,,,,,26.8958,0,110.12
22.9074,0,,,,,,,27.7292,0,,,,,,,,,,,26.9028,0,110.12
22.9121,0,,,,,,,27.7371,0,,,,,,,,,,,26.9097,0,110.12
22.9167,0,,,,,,,27.745,0,,,,,,,,,,,26.9167,0,110.12
22.9236,0,,,,,,,27.75,0,,,,,,,,,,,26.9271,0,110.12
22.9283,0,,,,,,,27.7604,0,,,,,,,,,,,26.9375,0,110.12
22.9329,0,,,,,,,27.7708,0,,,,,,,,,,,26.9583,0,110.12
22.9375,0,,,,,,,27.7917,0,,,,,,,,,,,26.97,0,110.12
22.94,0,,,,,,,27.8125,0,,,,,,,,,,,26.9731,0,110.12
22.9492,0,,,,,,,27.8333,0,,,,,,,,,,,26.9751,0,110.12
22.9583,0,,,,,,,27.8542,0,,,,,,,,,,,26.9771,0,110.12
22.9687,0,,,,,,,27.875,0,,,,,,,,,,,26.9792,0,110.12
22.9792,0,,,,,,,27.8958,0,,,,,,,,,,,26.9827,0,110.12
22.9896,0,,,,,,,27.9,0,,,,,,,,,,,26.987,0,110.12
23,0,,,,,,,27.9167,0,,,,,,,,,,,26.9935,0,110.12
23.0069,0,,,,,,,27.9375,0,,,,,,,,,,,27,0,110.12
23.0139,0,,,,,,,27.9583,0,,,,,,,,,,,27.0069,0,110.12
23.0208,0,,,,,,,27.9792,0,,,,,,,,,,,27.0208,0,110.12
23.0313,0,,,,,,,28,0,,,,,,,,,,,27.0313,0,110.12
23.0417,0,,,,,,,28.0208,0,,,,,,,,,,,27.0417,0,110.12
23.0486,0,,,,,,,28.0417,0,,,,,,,,,,,27.0486,0,110.12
23.0556,0,,,,,,,28.055,0,,,,,,,,,,,27.0556,0,110.12
23.0625,0,,,,,,,28.0625,0,,,,,,,,,,,27.0625,0,110.12
23.0729,0,,,,,,,28.0833,0,,,,,,,,,,,27.0729,0,110.12
23.0833,0,,,,,,,28.1042,0,,,,,,,,,,,27.0833,0,110.12
23.095,0,,,,,,,28.125,0,,,,,,,,,,,27.1042,0,110.12
23.1042,0,,,,,,,28.1458,0,,,,,,,,,,,27.125,0,110.12
23.1111,0,,,,,,,28.1667,0,,,,,,,,,,,27.1319,0,110.12
23.1181,0,,,,,,,28.1875,0,,,,,,,,,,,27.1389,0,110.12
23.125,0,,,,,,,28.2083,0,,,,,,,,,,,27.1458,0,110.12
23.1354,0,,,,,,,28.21,0,,,,,,,,,,,27.1563,0,110.12
23.1458,0,,,,,,,28.2292,0,,,,,,,,,,,27.1667,0,110.12
23.1528,0,,,,,,,28.25,0,,,,,,,,,,,27.1875,0,110.12
23.1597,0,,,,,,,28.2708,0,,,,,,,,,,,27.2083,0,110.12
23.1667,0,,,,,,,28.2917,0,,,,,,,,,,,27.2292,0,110.12
23.1771,0,,,,,,,28.3125,0,,,,,,,,,,,27.2396,0,110.12
23.1875,0,,,,,,,28.3333,0,,,,,,,,,,,27.25,0,110.12
23.1944,0,,,,,,,28.3542,0,,,,,,,,,,,27.2569,0,110.12
23.2014,0,,,,,,,28.365,0,,,,,,,,,,,27.2639,0,110.12
23.2083,0,,,,,,,28.375,0,,,,,,,,,,,27.2708,0,110.12
23.2188,0,,,,,,,28.3958,0,,,,,,,,,,,27.28,0,110.12
23.2292,0,,,,,,,28.4167,0,,,,,,,,,,,27.2917,0,110.12
23.2361,0,,,,,,,28.4375,0,,,,,,,,,,,27.3007,0,110.12
23.2431,0,,,,,,,28.4583,0,,,,,,,,,,,27.3125,0,110.12
23.25,0,,,,,,,28.4792,0,,,,,,,,,,,27.3194,0,110.12
23.2604,0,,,,,,,28.5,0,,,,,,,,,,,27.3217,0,110.12
23.2708,0,,,,,,,28.52,0,,,,,,,,,,,27.3246,0,110.12
23.2778,0,,,,,,,28.5208,0,,,,,,,,,,,27.3275,0,110.12
23.2847,0,,,,,,,28.5417,0,,,,,,,,,,,27.3333,0,110.12
23.2917,0,,,,,,,28.5625,0,,,,,,,,,,,27.3372,0,110.12
23.3021,0,,,,,,,28.5833,0,,,,,,,,,,,27.3415,0,110.12
23.3125,0,,,,,,,28.6042,0,,,,,,,,,,,27.3457,0,110.12
23.3194,0,,,,,,,28.625,0,,,,,,,,,,,27.3542,0,110.12
23.3264,0,,,,,,,28.6458,0,,,,,,,,,,,27.3646,0,110.12
23.3333,0,,,,,,,28.6667,0,,,,,,,,,,,27.375,0,110.12
23.3438,0,,,,,,,28.675,0,,,,,,,,,,,27.3836,0,110.12
23.3542,0,,,,,,,28.6875,0,,,,,,,,,,,27.3958,0,110.12
23.3611,0,,,,,,,28.7083,0,,,,,,,,,,,27.4044,0,110.12
23.3681,0,,,,,,,28.7292,0,,,,,,,,,,,27.4167,0,110.12
23.375,0,,,,,,,28.75,0,,,,,,,,,,,27.435,0,110.12
23.3854,0,,,,,,,28.7708,0,,,,,,,,,,,27.4375,0,110.12
23.3958,0,,,,,,,28.7917,0,,,,,,,,,,,27.4479,0,110.12
23.405,0,,,,,,,28.8125,0,,,,,,,,,,,27.4583,0,110.12
23.4167,0,,,,,,,28.83,0,,,,,,,,,,,27.4617,0,110.12
23.4236,0,,,,,,,28.8333,0,,,,,,,,,,,27.4661,0,110.12
23.4306,0,,,,,,,28.8542,0,,,,,,,,,,,27.4704,0,110.12
23.4375,0,,,,,,,28.875,0,,,,,,,,,,,27.4748,0,110.12
23.4479,0,,,,,,,28.8958,0,,,,,,,,,,,27.4792,0,110.12
23.4583,0,,,,,,,28.9167,0,,,,,,,,,,,27.4844,0,110.12
23.4653,0,,,,,,,28.9375,0,,,,,,,,,,,27.4922,0,110.12
23.4722,0,,,,,,,28.9583,0,,,,,,,,,,,27.5,0,110.12
23.4792,0,,,,,,,28.9792,0,,,,,,,,,,,27.5023,0,110.12
23.4896,0,,,,,,,28.985,0,,,,,,,,,,,27.5046,0,110.12
23.5,0,,,,,,,29,0,,,,,,,,,,,27.5069,0,110.12
23.5069,0,,,,,,,29.0208,0,,,,,,,,,,,27.5092,0,110.12
23.5139,0,,,,,,,29.0417,0,,,,,,,,,,,27.5121,0,110.12
23.5208,0,,,,,,,29.0625,0,,,,,,,,,,,27.5165,0,110.12
23.5313,0,,,,,,,29.0833,0,,,,,,,,,,,27.5208,0,110.12
23.5417,0,,,,,,,29.1042,0,,,,,,,,,,,27.5247,0,110.12
23.5478,0,,,,,,,29.125,0,,,,,,,,,,,27.529,0,110.12
23.5539,0,,,,,,,29.14,0,,,,,,,,,,,27.5332,0,110.12
23.56,0,,,,,,,29.1458,0,,,,,,,,,,,27.5417,0,110.12
23.5625,0,,,,,,,29.1667,0,,,,,,,,,,,27.5439,0,110.12
23.5729,0,,,,,,,29.1875,0,,,,,,,,,,,27.5462,0,110.12
23.5833,0,,,,,,,29.2083,0,,,,,,,,,,,27.5486,0,110.12
23.5938,0,,,,,,,29.2292,0,,,,,,,,,,,27.5509,0,110.12
23.6042,0,,,,,,,29.25,0,,,,,,,,,,,27.5532,0,110.12
23.6111,0,,,,,,,29.2708,0,,,,,,,,,,,27.5551,0,110.12
23.6181,0,,,,,,,29.2917,0,,,,,,,,,,,27.5569,0,110.12
23.625,0,,,,,,,29.295,0,,,,,,,,,,,27.5597,0,110.12
23.6354,0,,,,,,,29.3125,0,,,,,,,,,,,27.5625,0,110.12
23.6458,0,,,,,,,29.3333,0,,,,,,,,,,,27.5651,0,110.12
23.6528,0,,,,,,,29.3542,0,,,,,,,,,,,27.5687,0,110.12
23.6597,0,,,,,,,29.375,0,,,,,,,,,,,27.5724,0,110.12
23.6667,0,,,,,,,29.3958,0,,,,,,,,,,,27.576,0,110.12
23.6771,0,,,,,,,29.4167,0,,,,,,,,,,,27.5797,0,110.12
23.6875,0,,,,,,,29.4375,0,,,,,,,,,,,27.5833,0,110.12
23.6944,0,,,,,,,29.45,0,,,,,,,,,,,27.5867,0,110.12
23.7014,0,,,,,,,29.4583,0,,,,,,,,,,,27.59,0,110.12
23.7083,0,,,,,,,29.4792,0,,,,,,,,,,,27.5924,0,110.12
23.715,0,,,,,,,29.5,0,,,,,,,,,,,27.5947,0,110.12
23.7197,0,,,,,,,29.5208,0,,,,,,,,,,,27.5971,0,110.12
23.7245,0,,,,,,,29.5417,0,,,,,,,,,,,27.5995,0,110.12
23.7292,0,,,,,,,29.5625,0,,,,,,,,,,,27.6018,0,110.12
23.7361,0,,,,,,,29.5648,0,,,,,,,,,,,27.6042,0,110.12
23.7408,0,,,,,,,29.5679,0,,,,,,,,,,,27.6063,0,110.12
23.7454,0,,,,,,,29.5717,0,,,,,,,,,,,27.6084,0,110.12
23.75,0,,,,,,,29.5775,0,,,,,,,,,,,27.6104,0,110.12
23.7569,0,,,,,,,29.5795,0,,,,,,,,,,,27.6125,0,110.12
23.7616,0,,,,,,,29.5833,0,,,,,,,,,,,27.6146,0,110.12
23.7662,0,,,,,,,29.5868,0,,,,,,,,,,,27.6167,0,110.12
23.7708,0,,,,,,,29.5911,0,,,,,,,,,,,27.6188,0,110.12
23.7778,0,,,,,,,29.5933,0,,,,,,,,,,,27.6208,0,110.12
23.7824,0,,,,,,,29.596,0,,,,,,,,,,,27.6229,0,110.12
23.7871,0,,,,,,,29.6001,0,,,,,,,,,,,27.625,0,110.12
23.7917,0,,,,,,,29.6042,0,,,,,,,,,,,27.6276,0,110.12
23.7986,0,,,,,,,29.605,0,,,,,,,,,,,27.6302,0,110.12
23.8033,0,,,,,,,29.607,0,,,,,,,,,,,27.6328,0,110.12
23.8079,0,,,,,,,29.6096,0,,,,,,,,,,,27.6347,0,110.12
23.8125,0,,,,,,,29.6127,0,,,,,,,,,,,27.6365,0,110.12
23.8194,0,,,,,,,29.6168,0,,,,,,,,,,,27.6388,0,110.12
23.8241,0,,,,,,,29.6195,0,,,,,,,,,,,27.6423,0,110.12
23.8287,0,,,,,,,29.6223,0,,,,,,,,,,,27.6443,0,110.12
23.8333,0,,,,,,,29.625,0,,,,,,,,,,,27.6458,0,110.12
23.8403,0,,,,,,,29.627,0,,,,,,,,,,,27.6478,0,110.12
23.8449,0,,,,,,,29.6297,0,,,,,,,,,,,27.6499,0,110.12
23.8496,0,,,,,,,29.6329,0,,,,,,,,,,,27.6527,0,110.12
23.8542,0,,,,,,,29.6372,0,,,,,,,,,,,27.6555,0,110.12
23.8621,0,,,,,,,29.6415,0,,,,,,,,,,,27.6583,0,110.12
23.87,0,,,,,,,29.6458,0,,,,,,,,,,,27.6611,0,110.12
23.875,0,,,,,,,29.6481,0,,,,,,,,,,,27.6639,0,110.12
23.8854,0,,,,,,,29.6512,0,,,,,,,,,,,27.6667,0,110.12
23.8958,0,,,,,,,29.6551,0,,,,,,,,,,,27.6702,0,110.12
23.9063,0,,,,,,,29.6571,0,,,,,,,,,,,27.6736,0,110.12
23.9167,0,,,,,,,29.6595,0,,,,,,,,,,,27.6771,0,110.12
23.9236,0,,,,,,,29.6631,0,,,,,,,,,,,27.6806,0,110.12
23.9306,0,,,,,,,29.6667,0,,,,,,,,,,,27.684,0,110.12
23.9375,0,,,,,,,29.6709,0,,,,,,,,,,,27.6875,0,110.12
23.9479,0,,,,,,,29.6729,0,,,,,,,,,,,27.6917,0,110.12
23.9583,0,,,,,,,29.6753,0,,,,,,,,,,,27.6972,0,110.12
23.9653,0,,,,,,,29.6783,0,,,,,,,,,,,27.7028,0,110.12
23.9722,0,,,,,,,29.6804,0,,,,,,,,,,,27.7083,0,110.12
23.9792,0,,,,,,,29.6827,0,,,,,,,,,,,27.7153,0,110.12
23.9896,0,,,,,,,29.6847,0,,,,,,,,,,,27.7222,0,110.12
24,0,,,,,,,29.6875,0,,,,,,,,,,,27.7292,0,110.12
24.0069,0,,,,,,,29.691,0,,,,,,,,,,,27.7371,0,110.12
24.0139,0,,,,,,,29.6953,0,,,,,,,,,,,27.745,0,110.12
24.0208,0,,,,,,,29.6975,0,,,,,,,,,,,27.75,0,110.12
24.025,0,,,,,,,29.7002,0,,,,,,,,,,,27.7604,0,110.12
24.0306,0,,,,,,,29.7042,0,,,,,,,,,,,27.7708,0,110.12
24.0361,0,,,,,,,29.7083,0,,,,,,,,,,,27.7812,0,110.12
24.0417,0,,,,,,,29.7103,0,,,,,,,,,,,27.7917,0,110.12
24.0521,0,,,,,,,29.713,0,,,,,,,,,,,27.8021,0,110.12
24.0625,0,,,,,,,29.7162,0,,,,,,,,,,,27.8125,0,110.12
24.0729,0,,,,,,,29.7206,0,,,,,,,,,,,27.8333,0,110.12
24.0833,0,,,,,,,29.7249,0,,,,,,,,,,,27.8542,0,110.12
24.0903,0,,,,,,,29.7292,0,,,,,,,,,,,27.875,0,110.12
24.0972,0,,,,,,,29.7315,0,,,,,,,,,,,27.8958,0,110.12
24.1042,0,,,,,,,29.7346,0,,,,,,,,,,,27.9,0,110.12
24.1146,0,,,,,,,29.7384,0,,,,,,,,,,,27.9167,0,110.12
24.125,0,,,,,,,29.7404,0,,,,,,,,,,,27.9375,0,110.12
24.1319,0,,,,,,,29.7428,0,,,,,,,,,,,27.9583,0,110.12
24.1389,0,,,,,,,29.7464,0,,,,,,,,,,,27.9792,0,110.12
24.1458,0,,,,,,,29.75,0,,,,,,,,,,,28,0,110.12
24.1563,0,,,,,,,29.752,0,,,,,,,,,,,28.0208,0,110.12
24.1667,0,,,,,,,29.7547,0,,,,,,,,,,,28.0417,0,110.12
24.1711,0,,,,,,,29.7573,0,,,,,,,,,,,28.055,0,110.12
24.1756,0,,,,,,,29.76,0,,,,,,,,,,,28.0625,0,110.12
24.18,0,,,,,,,29.762,0,,,,,,,,,,,28.0833,0,110.12
24.1875,0,,,,,,,29.7649,0,,,,,,,,,,,28.1042,0,110.12
24.1979,0,,,,,,,29.7679,0,,,,,,,,,,,28.125,0,110.12
24.2083,0,,,,,,,29.7708,0,,,,,,,,,,,28.1458,0,110.12
24.2188,0,,,,,,,29.775,0,,,,,,,,,,,28.1667,0,110.12
24.2292,0,,,,,,,29.777,0,,,,,,,,,,,28.1875,0,110.12
24.2361,0,,,,,,,29.7794,0,,,,,,,,,,,28.1944,0,110.12
24.2431,0,,,,,,,29.7825,0,,,,,,,,,,,28.2014,0,110.12
24.25,0,,,,,,,29.7871,0,,,,,,,,,,,28.2083,0,110.12
24.2604,0,,,,,,,29.7891,0,,,,,,,,,,,28.21,0,110.12
24.2708,0,,,,,,,29.7917,0,,,,,,,,,,,28.2196,0,110.12
24.2778,0,,,,,,,29.7943,0,,,,,,,,,,,28.2292,0,110.12
24.2847,0,,,,,,,29.7979,0,,,,,,,,,,,28.25,0,110.12
24.2917,0,,,,,,,29.7999,0,,,,,,,,,,,28.2569,0,110.12
24.3021,0,,,,,,,29.8025,0,,,,,,,,,,,28.2639,0,110.12
24.3125,0,,,,,,,29.8058,0,,,,,,,,,,,28.2708,0,110.12
24.3194,0,,,,,,,29.8092,0,,,,,,,,,,,28.2813,0,110.12
24.3264,0,,,,,,,29.8125,0,,,,,,,,,,,28.2917,0,110.12
24.3333,0,,,,,,,29.8145,0,,,,,,,,,,,28.3125,0,110.12
24.335,0,,,,,,,29.8172,0,,,,,,,,,,,28.3333,0,110.12
24.3446,0,,,,,,,29.8204,0,,,,,,,,,,,28.3542,0,110.12
24.3542,0,,,,,,,29.8224,0,,,,,,,,,,,28.365,0,110.12
24.3611,0,,,,,,,29.8251,0,,,,,,,,,,,28.375,0,110.12
24.3681,0,,,,,,,29.8292,0,,,,,,,,,,,28.3958,0,110.12
24.375,0,,,,,,,29.8333,0,,,,,,,,,,,28.4167,0,110.12
24.3854,0,,,,,,,29.8375,0,,,,,,,,,,,28.4375,0,110.12
24.3958,0,,,,,,,29.8395,0,,,,,,,,,,,28.4583,0,110.12
24.4063,0,,,,,,,29.8419,0,,,,,,,,,,,28.4792,0,110.12
24.4167,0,,,,,,,29.845,0,,,,,,,,,,,28.5,0,110.12
24.4236,0,,,,,,,29.847,0,,,,,,,,,,,28.52,0,110.12
24.4306,0,,,,,,,29.8494,0,,,,,,,,,,,28.5208,0,110.12
24.4375,0,,,,,,,29.8514,0,,,,,,,,,,,28.5417,0,110.12
24.4479,0,,,,,,,29.8542,0,,,,,,,,,,,28.5625,0,110.12
24.4514,0,,,,,,,29.8568,0,,,,,,,,,,,28.5833,0,110.12
24.4548,0,,,,,,,29.8604,0,,,,,,,,,,,28.6042,0,110.12
24.4583,0,,,,,,,29.8653,0,,,,,,,,,,,28.625,0,110.12
24.4635,0,,,,,,,29.8701,0,,,,,,,,,,,28.6458,0,110.12
24.4714,0,,,,,,,29.875,0,,,,,,,,,,,28.6667,0,110.12
24.4792,0,,,,,,,29.8773,0,,,,,,,,,,,28.675,0,110.12
24.4828,0,,,,,,,29.8804,0,,,,,,,,,,,28.6875,0,110.12
24.4864,0,,,,,,,29.8842,0,,,,,,,,,,,28.7083,0,110.12
24.49,0,,,,,,,29.8862,0,,,,,,,,,,,28.7292,0,110.12
24.495,0,,,,,,,29.8886,0,,,,,,,,,,,28.7361,0,110.12
24.5,0,,,,,,,29.8922,0,,,,,,,,,,,28.7431,0,110.12
24.5069,0,,,,,,,29.8958,0,,,,,,,,,,,28.75,0,110.12
24.5116,0,,,,,,,29.899,0,,,,,,,,,,,28.7604,0,110.12
24.5162,0,,,,,,,29.903,0,,,,,,,,,,,28.7708,0,110.12
24.5208,0,,,,,,,29.909,0,,,,,,,,,,,28.7917,0,110.12
24.5278,0,,,,,,,29.915,0,,,,,,,,,,,28.8125,0,110.12
24.5324,0,,,,,,,29.9167,0,,,,,,,,,,,28.83,0,110.12
24.5371,0,,,,,,,29.919,0,,,,,,,,,,,28.8333,0,110.12
24.5417,0,,,,,,,29.9221,0,,,,,,,,,,,28.8542,0,110.12
24.5486,0,,,,,,,29.9259,0,,,,,,,,,,,28.875,0,110.12
24.5533,0,,,,,,,29.9279,0,,,,,,,,,,,28.8958,0,110.12
24.5579,0,,,,,,,29.9303,0,,,,,,,,,,,28.9167,0,110.12
24.5625,0,,,,,,,29.9339,0,,,,,,,,,,,28.9375,0,110.12
24.5694,0,,,,,,,29.9375,0,,,,,,,,,,,28.9583,0,110.12
24.5741,0,,,,,,,29.9417,0,,,,,,,,,,,28.9792,0,110.12
24.5787,0,,,,,,,29.9437,0,,,,,,,,,,,28.985,0,110.12
24.5833,0,,,,,,,29.9461,0,,,,,,,,,,,29,0,110.12
24.5903,0,,,,,,,29.9492,0,,,,,,,,,,,29.0208,0,110.12
24.5949,0,,,,,,,29.9537,0,,,,,,,,,,,29.0417,0,110.12
24.5996,0,,,,,,,29.9583,0,,,,,,,,,,,29.0625,0,110.12
24.6042,0,,,,,,,29.9603,0,,,,,,,,,,,29.0833,0,110.12
24.6111,0,,,,,,,29.963,0,,,,,,,,,,,29.1042,0,110.12
24.6158,0,,,,,,,29.9662,0,,,,,,,,,,,29.125,0,110.12
24.6204,0,,,,,,,29.9706,0,,,,,,,,,,,29.14,0,110.12
24.625,0,,,,,,,29.9749,0,,,,,,,,,,,29.1458,0,110.12
24.6317,0,,,,,,,29.9792,0,,,,,,,,,,,29.1667,0,110.12
24.6361,0,,,,,,,29.9815,0,,,,,,,,,,,29.1875,0,110.12
24.6406,0,,,,,,,29.9846,0,,,,,,,,,,,29.2083,0,110.12
24.645,0,,,,,,,29.9884,0,,,,,,,,,,,29.2292,0,110.12
24.6458,0,,,,,,,29.9904,0,,,,,,,,,,,29.25,0,110.12
24.6528,0,,,,,,,29.9928,0,,,,,,,,,,,29.2708,0,110.12
24.6574,0,,,,,,,29.9964,0,,,,,,,,,,,29.2917,0,110.12
24.6621,0,,,,,,,30,0,,,,,,,,,,,29.295,0,110.12
24.6667,0,,,,,,,30.0042,0,,,,,,,,,,,29.3125,0,110.12
24.6736,0,,,,,,,30.0097,0,,,,,,,,,,,29.3333,0,110.12
24.6783,0,,,,,,,30.0134,0,,,,,,,,,,,29.3542,0,110.12
24.6829,0,,,,,,,30.0171,0,,,,,,,,,,,29.375,0,110.12
24.6875,0,,,,,,,30.0208,0,,,,,,,,,,,29.3958,0,110.12
24.6944,0,,,,,,,30.0231,0,,,,,,,,,,,29.4167,0,110.12
24.6991,0,,,,,,,30.0262,0,,,,,,,,,,,29.4375,0,110.12
24.7037,0,,,,,,,30.0301,0,,,,,,,,,,,29.45,0,110.12
24.7083,0,,,,,,,30.0359,0,,,,,,,,,,,29.4583,0,110.12
24.7153,0,,,,,,,30.0379,0,,,,,,,,,,,29.4792,0,110.12
24.7199,0,,,,,,,30.0417,0,,,,,,,,,,,29.5,0,110.12
24.7246,0,,,,,,,30.0452,0,,,,,,,,,,,29.5208,0,110.12
24.7292,0,,,,,,,30.0495,0,,,,,,,,,,,29.5313,0,110.12
24.7361,0,,,,,,,30.0517,0,,,,,,,,,,,29.5417,0,110.12
24.7408,0,,,,,,,30.0544,0,,,,,,,,,,,29.5625,0,110.12
24.7454,0,,,,,,,30.0584,0,,,,,,,,,,,29.5833,0,110.12
24.75,0,,,,,,,30.0625,0,,,,,,,,,,,29.5903,0,110.12
24.7569,0,,,,,,,30.0662,0,,,,,,,,,,,29.5972,0,110.12
24.7616,0,,,,,,,30.07,0,,,,,,,,,,,29.6042,0,110.12
24.7662,0,,,,,,,30.0744,0,,,,,,,,,,,29.605,0,110.12
24.7708,0,,,,,,,30.0774,0,,,,,,,,,,,29.6083,0,110.12
24.7778,0,,,,,,,30.0803,0,,,,,,,,,,,29.6125,0,110.12
24.7824,0,,,,,,,30.0833,0,,,,,,,,,,,29.6188,0,110.12
24.7871,0,,,,,,,30.0853,0,,,,,,,,,,,29.625,0,110.12
24.7917,0,,,,,,,30.088,0,,,,,,,,,,,29.6273,0,110.12
24.8,0,,,,,,,30.0912,0,,,,,,,,,,,29.6304,0,110.12
24.8042,0,,,,,,,30.0956,0,,,,,,,,,,,29.6335,0,110.12
24.8083,0,,,,,,,30.0999,0,,,,,,,,,,,29.6376,0,110.12
24.8125,0,,,,,,,30.1042,0,,,,,,,,,,,29.6417,0,110.12
24.8194,0,,,,,,,30.1065,0,,,,,,,,,,,29.6458,0,110.12
24.8264,0,,,,,,,30.1096,0,,,,,,,,,,,29.6528,0,110.12
24.8333,0,,,,,,,30.1134,0,,,,,,,,,,,29.6597,0,110.12
24.8368,0,,,,,,,30.1154,0,,,,,,,,,,,29.6667,0,110.12
24.8411,0,,,,,,,30.1178,0,,,,,,,,,,,29.6771,0,110.12
24.8477,0,,,,,,,30.1214,0,,,,,,,,,,,29.6875,0,110.12
24.8542,0,,,,,,,30.125,0,,,,,,,,,,,29.7083,0,110.12
24.8611,0,,,,,,,30.1292,0,,,,,,,,,,,29.7118,0,110.12
24.8658,0,,,,,,,30.1312,0,,,,,,,,,,,29.7161,0,110.12
24.8704,0,,,,,,,30.1336,0,,,,,,,,,,,29.7183,0,110.12
24.875,0,,,,,,,30.1367,0,,,,,,,,,,,29.721,0,110.12
24.8819,0,,,,,,,30.1412,0,,,,,,,,,,,29.7238,0,110.12
24.8866,0,,,,,,,30.1458,0,,,,,,,,,,,29.7292,0,110.12
24.8912,0,,,,,,,30.1478,0,,,,,,,,,,,29.7327,0,110.12
24.8958,0,,,,,,,30.1505,0,,,,,,,,,,,29.737,0,110.12
24.9028,0,,,,,,,30.1537,0,,,,,,,,,,,29.7435,0,110.12
